epoch,frequency_cutoff,modes,mse,fft_mse
0,5,45,0.010238227434456348,0.0054746330715715885
10,5,45,0.009801175445318222,0.0054746330715715885
20,5,45,0.009395886212587357,0.0054746330715715885
