epoch,cost,mse,gamma_min,gamma_max,gamma_mean,gamma_std,adjoint_grad_min,adjoint_grad_max,adjoint_grad_mean,adjoint_grad_std,adjoint_grad_norm,scaled_grad_min,scaled_grad_max,scaled_grad_norm,param_grad_norm,delta_gamma_mean_abs,delta_gamma_max_abs,delta_gamma_std,tv_raw,tv_loss,tv_weight,tv_type
0,3.340254938963283e-12,0.005163641646504402,0.999088704586029,0.999088704586029,0.9990885257720947,0.0,-1.291222716855861e-13,6.946452825928526e-14,-1.2683947808218724e-16,2.6049752903812423e-15,4.721023919018741e-13,-0.0012912227539345622,0.0006946452776901424,0.004721024073660374,4.189252290377734e-05,2.9802322387695312e-06,2.9802322387695312e-06,0.0,0.0,0.0,0.0,anisotropic
1,3.340246265345903e-12,0.005163666792213917,0.9990916848182678,0.9990916848182678,0.9990918636322021,0.0,-1.2912139077132095e-13,6.946383030413672e-14,-1.2683781048607233e-16,2.6049568674146395e-15,4.720989766650308e-13,-0.0012912139063701034,0.0006946382927708328,0.0047209900803864,4.1671504454194184e-05,2.682209014892578e-06,2.682209014892578e-06,0.0,0.0,0.0,0.0,anisotropic
2,3.340237158047654e-12,0.005163691006600857,0.9990943670272827,0.9990943670272827,0.9990942478179932,0.0,-1.2912045564694719e-13,6.946336274194984e-14,-1.268357458432634e-16,2.6049378091733263e-15,4.720955614281874e-13,-0.0012912045931443572,0.0006946336361579597,0.0047209556214511395,4.1489797343427275e-05,2.4437904357910156e-06,2.4437904357910156e-06,0.0,0.0,0.0,0.0,anisotropic
